SVAD_identifier,agey,spheno_occipital,C1_lipping,C1_eburnation,L1_spinous_process,L1_sup_epiph,L1_sup_surf,L1_inf_epiph,L1_inf_surf,L5_sup_margin,L5_inf_margin,L5_sup_epiph,L5_sup_surf,L5_inf_epiph,L5_inf_surf,cerv_lipping,cerv_candlewax,thoracic_lipping,thoracic_candlewax,lumbar_lipping,lumbar_candlewax,S1_margin,S12_fusion,sacral_elbow,sternum_dorsal_ridge,R2_rim_profile,R2_shingle,R310_rim_profile,R310_shingle,Hum_LW,Tib_LW,Calc_LW,Inno_LW,parietal_depression,occipital_condyle,R1_Fusion,R2_cap,clav_med_epiph,clav_med_gravel,clav_med_macro,clav_lat_macro,glenoid_fossa,glenoid_lipping,lesser_tubercle_bumps,lesser_tubercle_margin,humerus_greater_tubercle,med_epicondyle,lat_epicondyle,radius_tuberosity_ridge,ulna_exostoses,trapezium_lipping,fovea_margin,fem_head_surf,troch_fossa_exost,troch_med_surf_exost,fibula_mercury_wings,SI_fusion,iliac_crest_fusion,ilium_tuberculum,ant_inf_spine_exos,acet_post_margin,acet_post_surf,acet_end_lipping,ischium_tub_margin_spur,Ischium_medial_spur,ischium_tub_bumps,inferior_surf_porosity,sup_post_iliac_exos,inf_post_iliac_exos,post_exost_complete,pubic_collar,symph_relief,sup_apex,ventral_margin,dorsal_margin,troch_lat_surf,rand_num
1874,62,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,1,2,2,0,0,NA,NA,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,2,2,1,2,0,1,1,0,1,1,1,2,1,1,1,1,3,1,1,1,1,1,0,0,1,NA,NA,NA,NA,0,0,2,2,2,2,0.895
1875,49,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,1,0,1,2,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,3,0,1,NA,1,1,0,1,1,1,1,0,0,0,1,2,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,1,2,0,0.33
1876,84,1,NA,1,2,3,1,3,1,2,2,3,NA,3,1,1,1,1,1,1,1,2,2,1,1,NA,NA,1,0,1,1,1,0,NA,0,0,0,NA,NA,NA,NA,2,2,0,2,0,1,1,1,0,1,1,2,1,1,0,0,3,1,1,1,1,1,1,0,1,0,1,NA,2,0,2,NA,3,3,3,0.498
1877,40,1,0,0,2,3,1,3,1,2,1,3,1,3,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,3,0,0,1,1,1,0,1,0,1,1,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,1,0,1,2,2,2,1,0.791
1878,60,1,1,0,2,3,1,3,1,2,2,3,1,NA,NA,1,0,1,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,1,1,0,0,0,0,0,1,1,1,1,0,1,3,0,0,1,0,0,0,0,1,0,1,1,1,0,1,2,2,1,1,0.401
1879,41,1,0,0,0,3,1,3,1,1,1,3,1,3,1,0,0,0,0,0,0,1,2,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,1,2,0,0.474
1880,84,NA,NA,NA,2,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,0,2,2,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,2,2,1,2,0,0,1,1,0,0,1,0,1,1,NA,0,3,1,1,1,0,1,0,0,1,0,1,NA,1,0,2,2,3,2,NA,0.801
1881,70,NA,0,0,2,3,1,3,2,2,2,3,2,3,2,1,0,0,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,NA,1,0,1,1,0,0,3,0,1,1,0,1,0,0,1,1,1,1,1,NA,1,NA,2,2,0,0.081
1882,40,1,0,0,0,3,1,3,1,1,NA,3,1,NA,NA,0,0,0,0,0,0,2,2,0,0,NA,NA,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,2,0,0.91
1883,24,1,0,0,0,2,0,2,1,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.28
1884,86,1,NA,NA,2,3,1,3,1,2,2,3,1,3,1,1,0,1,0,1,0,2,2,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,NA,1,1,NA,2,2,0,1,0,1,1,1,0,NA,1,1,1,0,0,0,3,0,1,1,0,0,0,0,1,0,1,1,1,0,1,2,2,2,0,0.796
1885,80,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,0,1,1,2,2,0,0,1,0,1,0,1,1,0,0,0,0,0,NA,3,1,1,1,2,2,1,2,1,1,1,0,0,0,1,2,1,1,0,0,3,0,1,1,1,1,0,0,2,0,1,1,1,0,1,2,3,3,2,0.938
1886,70,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1,1,0,2,2,0,2,1,1,1,0,0,1,0,0,1,1,0,0,3,0,1,1,0,1,0,0,1,0,1,1,1,1,2,2,2,3,0,0.75
1887,83,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,1,1,1,0,NA,2,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,3,1,NA,NA,2,2,1,2,1,1,1,0,0,0,1,0,1,1,0,0,3,0,1,1,0,0,0,0,1,1,1,1,1,0,2,2,3,3,2,0.13
1888,59,1,1,1,2,3,1,3,1,2,2,3,2,3,2,1,1,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,2,2,1,2,1,0,1,0,0,0,1,0,1,1,NA,1,3,0,0,1,0,0,0,0,2,0,1,1,1,0,1,2,2,2,1,0.761
1889,76,1,0,0,2,3,1,3,2,2,2,3,1,3,1,1,0,1,0,1,1,2,2,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,3,0,1,1,0,1,0,0,2,0,1,1,1,1,1,2,3,2,1,0.918
1890,30,1,0,0,0,NA,NA,NA,NA,0,0,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,2,0,0.391
1891,66,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,1,1,0,0,0,0,0,1,2,0,0,NA,NA,1,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,3,3,1,0.556
1892,50,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,2,0,1,1,1,0,0,1,0,1,1,0,0,3,0,NA,1,0,0,0,0,0,0,1,1,1,0,1,2,2,2,0,0.465
1893,64,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,1,2,2,0,0,NA,NA,1,0,0,0,NA,0,0,0,0,0,3,1,0,0,2,2,1,2,0,1,1,0,1,NA,1,0,1,1,0,0,3,0,1,1,0,1,1,0,1,0,1,1,1,1,2,2,3,3,0,0.488
1894,32,1,0,0,0,3,1,2,1,0,1,3,1,3,1,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0.211
1895,69,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,0,0,1,1,2,2,0,0,NA,NA,1,0,0,0,0,0,NA,0,1,0,3,0,0,1,2,2,0,1,1,1,1,0,1,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,3,3,0,0.219
1896,49,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,1,0,0,1,1,2,2,0,0,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,2,2,0,0.819
1897,30,1,0,0,1,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0.032
1898,70,NA,NA,NA,2,3,1,3,1,2,0,3,1,3,1,0,0,0,0,0,0,2,2,0,0,NA,0,1,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,2,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,1,2,2,2,2,0,0.613
1899,62,1,0,0,NA,3,1,3,1,2,1,3,1,3,1,0,0,0,0,0,0,2,2,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,0,0.449
1900,25,1,NA,NA,NA,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,1,0,0.491
1901,76,NA,0,0,2,3,1,3,1,2,NA,3,1,NA,NA,1,1,1,1,1,1,NA,2,0,0,NA,NA,1,0,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,2,2,1,2,1,0,1,0,1,0,1,1,1,1,0,0,3,0,1,1,0,1,0,0,2,NA,NA,NA,NA,0,1,2,3,2,0,0.372
1902,46,1,NA,NA,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,0,0,1,2,0,0,NA,NA,1,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,2,1,0,1,1,0,0,0,0,0,1,2,1,NA,0,0,3,0,0,1,0,1,0,0,0,0,1,1,1,0,2,2,2,2,0,0.785
1903,75,1,0,0,2,NA,NA,3,1,2,2,3,1,3,2,0,0,1,0,1,0,2,2,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,3,1,1,1,2,2,1,2,1,1,1,1,0,0,1,1,1,1,0,0,3,1,1,0,0,0,1,1,2,0,1,1,1,0,2,2,2,2,1,0.332
1904,70,1,0,0,2,3,1,3,1,2,NA,3,1,NA,NA,0,0,0,0,1,0,NA,2,0,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,3,3,0,0.188
1905,60,1,0,0,1,3,1,3,1,2,2,3,0,3,0,0,0,0,0,1,0,1,2,1,0,NA,NA,1,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,2,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,3,0,0,1,1,0,0,0,1,0,1,1,1,1,2,2,2,2,0,0.441
1906,66,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,0,0,1,0,2,2,0,0,NA,NA,1,0,0,0,NA,0,0,0,0,NA,3,NA,NA,NA,2,2,0,1,1,0,1,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,2,NA,0.719
1907,80,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,1,0,0,0,2,2,0,NA,NA,NA,1,0,0,0,NA,0,0,2,0,0,NA,NA,NA,NA,2,2,1,1,1,0,1,1,0,NA,1,1,1,1,0,0,3,0,0,1,1,1,0,0,1,NA,1,NA,1,0,1,2,2,2,1,0.941
1908,72,1,NA,NA,2,3,1,3,1,2,2,3,1,3,2,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,3,NA,NA,1,1,1,0,1,0,1,1,0,0,NA,1,2,1,1,0,0,3,0,0,1,0,1,0,0,1,0,1,1,1,0,1,2,2,2,0,0.562
1909,60,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,NA,NA,NA,1,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,2,1,0,1,0,0,1,1,1,0,1,0,1,1,1,2,3,0,1,1,0,1,0,0,1,0,1,NA,1,0,2,2,3,3,1,0.024
1910,82,1,0,1,2,3,1,3,1,2,2,3,1,3,2,1,0,1,0,1,0,2,2,0,0,NA,NA,1,1,1,1,1,1,0,0,0,0,3,1,0,1,2,2,1,2,0,1,1,0,0,0,1,0,1,1,0,0,3,0,1,1,0,0,1,0,2,0,1,1,1,0,1,2,3,3,2,0.429
1911,55,1,0,0,2,3,1,3,1,1,1,3,1,3,1,0,0,0,0,0,0,1,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,1,0,0,0,1,0,1,1,1,0,2,2,2,2,0,0.723
1912,48,1,0,0,1,3,1,3,1,2,1,3,1,3,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,3,2,0,0.439
1913,23,1,0,0,0,1,0,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.144
1914,52,NA,0,0,0,3,1,3,1,1,2,3,1,NA,NA,0,0,0,0,1,1,2,2,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,2,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,1,2,2,0.35
1915,35,1,0,0,0,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,2,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,2,0,0.962
1916,63,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,0,0,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,2,0,2,1,0,0,1,0,1,1,2,1,1,0,0,3,0,0,1,0,0,0,0,1,1,1,1,1,0,1,2,3,2,0,0.594
1917,50,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,1,2,1,0,0,1,0,0,1,2,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,1,1,0,1,2,3,3,0,0.517
1918,42,NA,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,NA,1,0,1,0,0,0,0,0,NA,NA,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,2,0,0.474
1919,85,1,1,0,2,3,1,3,2,2,2,3,2,3,2,1,0,1,1,1,1,2,2,0,NA,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,2,2,1,2,0,1,1,0,0,1,1,2,1,1,0,0,3,2,1,1,0,0,0,0,1,0,1,1,1,0,2,2,3,3,3,0.467
1920,18,1,0,0,0,2,1,2,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.759
1921,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,3,1,1,0,2,2,0,1,1,1,0,0,0,0,1,1,1,1,0,0,3,0,0,1,0,1,0,0,0,0,1,1,1,0,1,2,2,2,0,0.289
1922,85,NA,NA,1,2,3,1,3,1,1,2,3,1,3,2,0,0,1,0,1,0,2,2,0,0,NA,0,1,0,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,2,2,1,2,NA,1,1,0,0,1,1,2,1,1,NA,0,3,0,1,1,1,NA,0,0,2,0,1,1,NA,0,1,2,2,3,2,0.501
1923,40,1,1,0,1,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,1,1,0,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,2,0,0.869
1924,60,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,2,0,1,1,0,0,0,1,0,1,1,0,2,3,0,1,1,0,1,0,0,0,NA,NA,NA,NA,0,1,2,2,2,1,0.034
1925,91,1,1,1,2,3,1,3,1,2,2,3,1,3,1,0,0,1,1,1,1,NA,2,0,1,NA,NA,NA,0,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,NA,NA,NA,NA,0,3,0,1,1,1,0,0,0,2,0,1,1,1,NA,2,NA,2,2,3,0.144
1926,81,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,0,NA,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,3,0,2,NA,2,2,1,2,1,1,1,0,0,0,1,2,1,1,0,0,3,0,1,1,1,0,0,0,2,1,1,1,2,0,2,2,3,3,1,0.913
1927,72,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,0,1,0,0,0,NA,NA,NA,0,1,1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,0,0,1,1,2,1,1,0,0,3,0,1,1,1,0,0,0,1,NA,1,1,1,0,1,2,2,2,3,0.759
1928,71,1,0,0,NA,NA,NA,NA,NA,2,2,3,1,NA,NA,1,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,1,1,0,1,2,3,2,0,0.488
1929,62,1,0,0,NA,3,1,3,NA,2,2,3,1,3,1,0,0,1,1,1,0,2,2,0,NA,1,0,1,0,1,1,0,0,0,0,0,0,3,1,0,0,2,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,2,2,1,0.95
1930,57,1,0,0,2,3,1,3,1,1,2,3,1,3,2,1,0,1,0,1,0,2,2,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,2,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,3,0,1,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,NA,1,0.017
1931,98,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,1,0,NA,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,2,NA,1,1,1,1,NA,1,0,1,1,0,0,3,0,0,1,0,1,0,0,1,0,1,1,1,0,2,2,3,2,2,0.101
1932,67,1,NA,NA,0,3,1,3,1,2,2,3,1,3,2,0,0,0,0,1,0,2,2,0,NA,1,0,1,0,0,0,0,0,0,0,0,1,3,NA,NA,NA,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,1,2,2,2,0,0.613
1933,60,1,0,0,0,3,1,3,1,1,1,3,1,3,1,0,0,0,0,0,0,1,2,0,0,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,1,1,0,0,0,0,0,1,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,2,2,0,0.563
1934,59,NA,0,0,NA,NA,NA,NA,NA,2,2,3,1,3,1,1,1,1,1,1,1,2,2,1,NA,NA,NA,1,1,0,1,0,0,NA,NA,NA,NA,3,0,0,1,2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,0,3,2,1,1,1,0,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,1,0.186
1935,60,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,0,1,1,1,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,2,0,0.763
1936,68,1,1,0,2,3,NA,3,NA,2,2,3,NA,3,NA,0,0,0,0,0,1,2,2,0,0,NA,NA,1,0,0,0,0,0,0,0,NA,NA,3,0,0,1,2,2,0,1,1,0,0,0,0,0,1,2,1,0,0,0,3,0,0,1,1,1,0,0,1,0,1,1,1,0,2,2,2,2,0,0.446
1937,84,1,1,1,2,3,1,3,2,2,2,3,1,3,1,1,1,1,1,1,1,2,2,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,1,2,0,NA,1,0,0,1,1,2,1,1,0,0,3,0,0,1,0,1,0,0,1,0,1,1,1,0,1,2,2,3,1,0.655
1938,83,1,1,0,2,3,1,3,1,2,2,3,1,3,2,1,0,1,0,1,1,2,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,2,1,1,1,0,0,0,1,2,1,0,0,0,3,0,1,1,0,0,0,0,1,NA,1,1,1,0,1,2,2,2,1,0.594
1939,87,1,1,0,2,3,1,3,1,1,2,3,1,3,1,0,0,1,0,1,0,NA,2,0,NA,NA,1,1,1,1,0,1,1,0,0,0,0,3,1,0,1,2,2,1,2,1,1,1,0,0,0,1,1,1,1,0,0,3,0,1,1,1,1,0,0,2,0,1,NA,1,NA,NA,NA,3,NA,1,0.641
1940,88,NA,1,1,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,0,1,0,NA,NA,0,0,3,1,2,1,2,2,1,2,1,1,1,1,0,0,NA,NA,1,1,0,0,3,0,1,1,0,1,0,0,2,0,1,1,1,0,2,2,3,2,3,0.845
1941,55,1,0,0,2,3,1,3,1,2,1,3,1,3,1,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,2,2,1,1,0,1,0,0,0,0,1,1,1,1,0,0,3,1,0,1,0,1,0,0,2,0,1,1,1,0,2,2,2,2,0,0.532
1942,38,1,0,0,0,3,1,3,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,2,2,0,0.274
1943,37,1,0,0,1,3,1,3,1,0,0,3,1,3,1,1,0,0,0,0,0,0,2,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,NA,0,0.181
1944,89,1,1,1,2,3,1,3,1,2,2,3,1,3,2,1,1,1,1,1,1,2,2,0,0,1,1,1,0,1,0,1,NA,0,1,0,0,3,1,1,1,2,2,1,2,1,1,1,1,1,NA,1,2,1,1,0,2,3,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.667
1945,67,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,0,1,1,NA,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,2,2,NA,NA,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,2,0,0.438
1946,85,1,1,1,2,3,1,3,1,2,2,3,2,3,2,1,1,1,1,1,1,2,2,0,0,NA,NA,1,0,1,0,1,NA,0,0,0,0,NA,1,NA,1,2,2,1,2,1,1,1,0,0,0,1,0,1,1,0,1,3,1,1,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.033
1947,37,1,NA,NA,2,3,1,3,1,1,0,3,1,3,1,0,0,0,0,0,0,1,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0.11
1948,82,NA,1,0,2,NA,NA,3,2,2,2,3,1,3,2,1,0,0,0,1,0,2,2,0,0,NA,NA,1,0,0,0,NA,0,NA,NA,0,0,3,NA,NA,1,2,2,1,2,1,1,1,1,0,NA,1,0,NA,NA,0,0,3,1,1,1,0,1,0,0,2,1,1,1,1,0,2,2,2,2,1,0.288
1949,43,1,0,0,0,3,1,3,1,2,1,3,1,3,1,0,0,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,1,1,1,0,1,2,2,2,0,0.984
1950,27,1,NA,NA,0,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,1,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,0,0.503
1951,64,1,NA,NA,2,3,1,3,1,2,2,3,2,3,2,1,0,0,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,3,1,1,1,2,2,1,2,1,1,1,0,1,0,1,0,1,1,0,0,3,0,0,1,1,1,0,0,2,0,1,1,1,0,2,2,2,2,2,0.743
1952,48,1,0,0,2,3,1,3,1,2,2,3,NA,3,2,0,0,1,0,1,1,NA,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,2,1,1,0,0,1,0,1,2,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,NA,1,1,1,2,3,2,2,0.33
